69;3317.00;11.05;1229.00;big
70;3599.00;9.50;1431.00;big
70;3618.00;9.50;1344.00;big
71;4264.00;9.50;570.00;big
71;4072.00;9.50;529.00;big
72;4348.00;9.50;738.00;big
72;4474.00;9.50;653.00;big
73;4410.00;9.50;754.00;big
73;4412.00;9.50;798.00;big
74;4184.00;9.50;93.00;big
74;4117.00;9.50;288.00;big
75;4532.00;9.50;768.00;big
75;4634.00;9.50;919.00;big
76;4848.00;10.60;1183.00;big
76;4799.00;9.50;1081.00;big
76;4690.00;13.30;1041.00;big
77;4725.00;9.50;1289.00;big
77;4712.00;9.50;1191.00;big
78;4871.00;9.50;789.00;big
78;4879.00;9.50;937.00;big
79;4908.00;9.50;1320.00;big
79;5006.00;9.50;1471.00;big
80;4703.00;9.50;711.00;big
80;4689.00;9.50;798.00;big
81;5418.00;9.50;308.00;big
81;5132.00;9.50;377.00;big
82;4950.00;9.50;481.00;big
82;4959.00;9.50;401.00;big
83;5438.00;9.50;485.00;big
83;5261.00;9.50;518.00;big
84;5173.00;10.25;600.00;big
84;5019.00;9.50;739.00;big
85;3870.00;9.50;200.00;big
85;3617.00;9.50;169.00;big
86;5251.00;9.50;123.00;big
86;5519.00;9.50;154.00;big
87;5062.00;9.50;1523.00;big
87;5213.00;9.50;1677.00;big
88;5500.00;9.50;1730.00;big
88;116.00;9.50;1877.00;big
89;829.00;9.50;1528.00;big
89;901.00;9.50;1366.00;big
90;5058.00;9.50;1292.00;big
90;4942.00;9.50;1182.00;big
91;4883.00;9.50;543.00;big
91;4824.00;9.50;499.00;big
92;4734.00;9.50;449.00;big
92;4634.00;9.50;393.00;big
93;4795.00;9.50;641.00;big
93;4690.00;12.13;623.00;big
93;4562.00;9.50;570.00;big
93;4711.00;9.55;566.00;small
94;5024.00;10.50;1059.00;big
94;5127.00;9.50;921.00;big
95;5475.00;9.50;1177.00;big
95;48.00;9.50;1185.00;big
96;5448.00;9.50;1500.00;big
96;11.00;9.50;1526.00;big
97;5452.00;10.38;746.00;big
97;78.00;9.50;670.00;big
98;4744.00;9.50;68.00;big
98;4945.00;9.50;79.00;big
99;4485.00;9.50;132.00;big
99;4461.00;9.50;416.00;big
100;3535.00;9.50;845.00;big
100;3366.00;9.50;1062.00;big
101;4106.00;9.50;810.00;big
101;4253.00;9.50;852.00;big
102;3499.00;9.50;516.00;big
102;3599.00;9.50;696.00;big
103;3381.00;9.50;244.00;big
103;3457.00;9.50;353.00;big
104;3855.00;9.50;932.00;big
104;3732.00;9.50;976.00;big
105;432.00;9.50;1007.00;big
105;272.00;9.50;1162.00;big
106;1284.00;9.50;1091.00;big
106;1054.00;9.50;1241.00;big
107;1439.00;9.50;995.00;big
107;1515.00;9.50;919.00;big
108;1610.00;9.50;494.00;big
108;1564.00;9.50;261.00;big
109;1507.00;9.50;643.00;big
109;1450.00;9.50;782.00;big
110;1198.00;9.50;914.00;big
110;1173.00;9.50;690.00;big
111;892.00;9.50;1047.00;big
111;688.00;9.50;1135.00;big
112;672.00;9.50;120.00;big
112;268.00;9.50;147.00;big
113;824.00;9.50;457.00;big
113;665.00;9.50;333.00;big
114;584.00;9.50;1816.00;big
114;342.00;9.50;1730.00;big
115;748.00;9.50;1471.00;big
115;578.00;9.50;1448.00;big
116;3723.00;12.48;1145.00;big
116;3613.00;15.43;1167.00;big
117;1577.00;11.20;1541.00;big
117;1497.00;10.65;1499.00;big
117;1627.00;12.32;1573.00;big
118;888.93;13.90;1770.94;big
118;912.66;12.80;1630.10;big
118;984.28;13.50;1644.20;big
119;1355.00;10.35;1418.00;big
119;1230.00;11.90;1432.00;big
119;1276.00;10.60;1358.00;big
120;1159.00;18.08;1543.00;big
120;1274.00;10.70;1530.00;big
120;1101.00;13.15;1660.00;big
120;1222.00;11.20;1670.00;big
121;1749.00;11.68;1819.00;big
121;1646.00;10.63;1721.00;big
122;1197.00;9.50;1920.00;big
122;1003.00;11.07;1957.00;big
122;1078.00;11.30;1799.00;big
122;1266.00;9.50;1800.00;big
122;1447.93;10.00;1814.06;big
123;1235.00;13.43;1290.00;big
123;1238.00;13.70;1184.00;big
124;1764.00;9.80;1007.00;big
124;1675.00;9.70;1016.00;big
124;1632.00;13.00;910.00;big
125;2223.00;11.10;743.00;big
125;2172.00;11.05;651.00;big
125;2116.00;9.90;778.00;big
126;3076.00;9.85;1154.00;small
126;3020.00;10.20;1167.00;small
127;3210.00;10.40;1078.00;big
127;2737.00;11.15;1020.00;big
127;2985.00;11.50;1072.00;big
128;3324.00;9.95;1057.00;small
128;3301.00;10.55;1139.00;small
129;3270.00;13.23;1304.00;big
129;3343.00;12.30;1315.00;big
130;3318.00;9.80;1531.00;big
130;3263.00;10.13;1512.00;big
130;3291.00;10.10;1476.00;big
131;3205.00;9.90;1600.00;big
131;3253.00;10.50;1615.00;big
131;3281.00;9.80;1574.00;big
132;3330.00;10.28;1676.00;big
132;3270.00;9.80;1702.00;big
132;3336.00;10.13;1751.00;big
133;3525.00;9.80;1573.00;big
133;3448.00;10.35;1582.00;big
133;3490.00;9.90;1641.00;big
134;3462.00;14.30;1377.00;small
134;3532.00;11.25;1336.00;small
134;3518.00;10.25;1386.00;small
135;3428.00;9.70;1440.00;big
135;3474.00;10.68;1427.00;big
136;4013.00;10.48;1478.00;big
136;3855.00;10.45;1531.00;big
137;3630.00;9.80;1558.00;big
137;3599.00;9.60;1482.00;big
137;3569.00;10.82;1543.00;big
138;3721.00;12.43;1664.00;big
138;3713.00;16.13;1573.00;big
139;3242.00;13.85;227.00;big
139;3175.00;13.25;151.00;big
140;3228.00;11.93;658.00;big
140;3101.00;11.00;604.00;big
140;3208.00;12.00;539.00;big
141;4214.00;9.85;1037.00;big
141;4145.00;10.60;1052.00;big
142;4377.00;9.80;902.00;big
142;4464.00;9.82;855.00;big
142;4446.00;10.20;967.00;big
143;4597.00;12.65;1400.00;big
143;4644.00;11.70;1348.00;big
143;4648.00;11.03;1268.00;big
143;4572.00;12.53;1291.00;small
144;4406.00;18.18;1223.00;big
144;4469.00;10.63;1169.00;big
144;4488.00;14.70;1240.00;small
145;4264.00;21.63;1168.00;big
145;4120.00;21.52;1178.00;big
146;4106.00;15.85;1108.00;small
146;4275.00;12.85;1100.00;small
146;4186.00;17.20;1097.00;small
147;4030.00;10.25;1774.00;big
147;3986.00;9.70;1923.00;big
147;4399.00;10.50;1901.00;big
148;4907.00;11.65;1433.00;big
148;4814.00;10.50;1570.00;big
148;4949.00;9.78;1517.00;big
149;5195.00;11.75;1784.00;big
149;4810.00;10.90;1743.00;big
150;3741.00;9.70;1917.00;big
150;3585.00;10.53;1777.00;big
150;3734.00;13.88;1750.00;big
150;3687.00;10.07;1840.00;big
150;3600.00;10.15;1877.00;big
151;4162.00;10.48;1603.00;big
151;4244.00;10.25;1731.00;big
151;4069.00;10.40;1644.00;big
152;4275.00;13.30;1499.00;big
152;4411.00;13.63;1446.00;big
152;4544.00;13.65;1457.00;big
153;3948.00;9.80;1029.00;big
153;4038.00;9.90;1097.00;big
154;4896.00;9.60;1225.00;small
154;4961.00;13.57;1242.00;small
154;5029.00;11.95;1390.00;small
154;5003.00;12.48;1306.00;small
155;4715.00;10.98;1481.00;big
155;4822.00;11.30;1426.00;big
155;4744.00;10.07;1366.00;big
156;5113.00;10.75;176.00;small
156;5006.00;9.90;99.00;big
156;5085.00;13.78;99.00;big
157;5566.00;11.55;162.00;big
157;5475.00;12.55;62.00;big
158;4338.00;10.80;688.00;small
158;4435.00;9.70;596.00;small
158;4392.00;9.95;637.00;small
159;4561.00;10.45;641.00;big
159;4630.00;10.43;702.00;big
160;4748.00;10.78;777.00;big
160;4699.00;10.50;903.00;big
161;2466.00;9.80;1899.00;small
161;2545.00;13.15;1895.00;small
162;3912.00;19.18;1241.00;big
162;3812.00;13.85;1207.00;big
163;1906.81;10.20;671.36;big
163;1953.09;10.10;741.33;big
163;1825.13;10.30;857.59;big
163;1752.91;9.80;762.74;big
164;4678.00;11.57;1132.00;big
164;4651.00;9.70;1196.00;big
164;4631.00;10.88;1080.00;big
165;4577.00;9.82;1032.00;big
165;4508.00;9.95;1019.00;big
166;1525.00;9.50;1879.00;big
166;1485.00;9.50;1971.00;big
167;4970.00;12.53;576.00;big
167;5093.00;10.75;526.00;big
168;3079.00;9.50;1357.00;big
168;3015.00;9.50;1412.00;big
169;3023.00;12.38;1282.00;big
169;2948.00;10.18;1342.00;big
170;1463.00;9.50;1295.00;big
170;1601.00;9.50;1312.00;big
171;841.00;9.50;1665.00;big
171;753.00;9.50;1800.00;big
172;439.00;9.50;729.00;big
172;273.00;9.50;695.00;big
173;2865.00;9.50;1701.00;big
173;2901.00;9.50;1649.00;big
174;2955.00;9.50;1921.00;big
174;2882.00;9.50;1747.00;big
175;892.00;9.50;737.00;big
175;660.00;9.50;714.00;big
176;348.00;9.50;1427.00;big
176;113.00;9.50;1486.00;big
177;5193.00;9.50;1184.00;big
177;5242.00;9.50;1357.00;big
178;5592.00;9.50;372.00;big
178;109.00;9.98;430.00;big
179;329.00;9.50;445.00;big
179;461.00;11.63;366.00;big
180;129.00;9.50;868.00;big
180;5594.00;9.50;947.00;big
181;1555.00;9.80;1441.00;big
181;1434.00;10.30;1411.00;big
181;1512.00;10.30;1367.00;big
182;1072.00;15.48;1472.00;big
182;1117.00;14.93;1552.00;big
182;979.00;16.13;1524.00;big
183;955.00;12.30;1447.00;small
183;912.00;11.90;1492.00;small
183;890.00;13.90;1557.00;small
184;1407.07;10.10;1167.50;big
184;1382.63;15.60;1119.92;big
184;1301.47;14.60;1140.31;big
185;1053.00;10.10;1377.00;big
185;1154.00;16.27;1309.00;big
186;2702.00;14.35;1363.00;big
186;2691.00;10.60;1303.00;big
187;2664.00;11.30;786.00;big
187;2814.00;9.70;767.00;big
187;2765.00;10.23;864.00;big
187;2576.00;9.95;863.00;big
188;3496.00;9.80;1199.00;small
188;3379.00;12.28;1190.00;small
189;2682.00;14.23;1159.00;small
189;2731.00;15.00;1212.00;small
190;3310.00;10.48;942.00;big
190;3284.00;11.20;813.00;big
191;3544.00;10.28;389.00;big
191;3510.00;11.90;308.00;big
192;2905.00;14.55;1245.00;small
192;2829.00;13.93;1232.00;small
193;1777.00;10.38;932.00;big
193;1946.00;9.80;946.00;big
193;1829.00;10.30;981.00;big
194;1594.91;18.40;737.94;big
194;1667.00;10.85;687.00;big
194;1693.00;21.30;616.00;big
195;1956.00;10.30;356.00;big
195;1862.00;10.38;412.00;big
195;1866.00;9.70;283.00;big
196;1750.00;19.83;423.00;big
196;1737.18;17.70;474.25;big
197;1430.00;10.55;1721.00;big
197;1546.00;10.50;1623.00;big
198;1774.00;9.80;1668.00;big
198;1689.00;11.53;1614.00;big
199;1364.00;10.30;1642.00;big
199;1432.00;10.40;1555.00;big
199;1366.00;11.45;1531.00;big
200;1924.08;10.40;1709.73;small
201;3220.00;10.73;1463.00;big
201;3237.00;9.70;1417.00;big
201;3180.00;15.45;1431.00;big
203;3044.00;11.10;1776.00;big
203;3005.00;11.80;1822.00;big
204;3096.00;9.93;1487.00;small
204;3146.00;9.80;1493.00;small
205;3299.00;12.85;331.00;big
205;3332.00;12.10;434.00;big
206;4784.00;13.80;1327.00;big
206;4804.00;12.10;1260.00;big
207;4094.00;11.45;980.00;big
207;3995.00;11.73;950.00;big
208;2785.00;9.85;1479.00;big
208;2835.00;9.80;1491.00;big
209;4544.00;10.57;1699.00;big
209;4603.00;12.30;1588.00;big
209;4406.00;10.88;1604.00;big
210;2777.00;11.90;1296.00;big
210;2728.00;10.75;1274.00;big
211;3100.00;9.78;1585.00;big
211;3144.00;9.80;1602.00;big
212;3330.00;10.13;1613.00;big
212;3374.00;10.03;1576.00;big
212;3423.00;10.05;1537.00;big
213;3356.00;9.70;1471.00;big
213;3395.00;9.88;1495.00;big
213;3335.00;9.70;1434.00;small
214;3453.00;17.35;1306.00;big
214;3393.00;13.25;1294.00;big
215;3345.00;10.13;1819.00;big
215;3459.00;10.30;1800.00;big
215;3313.00;10.40;1917.00;big
216;3074.00;14.13;278.00;big
216;3056.00;14.03;450.00;big
217;4012.00;21.05;1219.00;big
217;4027.00;22.73;1179.00;small
218;4051.00;12.63;1302.00;big
218;4189.00;13.65;1384.00;big
219;4432.00;13.20;1318.00;small
219;4526.00;13.88;1343.00;small
219;4319.00;17.80;1311.00;small
220;4287.00;11.73;998.00;big
220;4337.00;12.23;984.00;big
220;4305.00;10.63;933.00;small
220;4348.00;10.50;864.00;small
220;4313.00;10.35;1070.00;small
221;4400.00;10.07;704.00;small
221;4359.00;11.05;781.00;small
222;4575.00;9.80;1204.00;big
222;4552.00;9.95;1116.00;big
223;3861.00;11.28;1093.00;big
223;3949.00;10.90;1166.00;big
224;4930.00;10.00;279.00;big
224;4679.00;10.70;281.00;big
225;4945.00;9.82;170.00;small
225;4688.00;10.30;165.00;small
225;4795.00;9.90;187.00;small
226;5113.00;11.05;275.00;big
226;5022.00;9.70;391.00;big
227;4887.00;10.20;433.00;small
227;4797.00;11.40;397.00;small
228;3705.00;11.48;1242.00;big
228;3563.00;14.68;1251.00;big
229;3170.00;15.30;1452.00;big
230;3078.00;14.50;1401.00;big
230;3041.00;12.55;1431.00;big
231;2040.00;11.32;486.00;big
231;1925.00;10.10;480.00;big
232;4452.00;13.25;1079.00;big
232;4379.00;15.55;1087.00;big
233;3708.00;9.85;1456.00;big
233;3770.00;9.90;1323.00;big
234;3994.00;14.68;1354.00;small
234;3894.00;15.78;1312.00;small
235;2600.00;10.30;1057.00;small
236;3109.00;10.70;779.00;big
236;3074.00;10.20;860.00;big
237;2980.00;10.70;841.00;big
237;2893.00;10.07;808.00;big
238;2991.00;11.10;1388.00;small
238;2972.00;9.70;1421.00;small
239;3085.00;10.13;1450.00;big
239;3085.00;10.07;1486.00;big
239;3031.00;13.82;1468.00;big
241;3356.00;14.23;660.00;big
241;3362.00;12.32;558.00;big
242;4490.00;12.18;539.00;small
242;4744.00;11.30;499.00;small
242;4561.00;11.10;526.00;small
246;2951.00;9.70;1638.00;big
246;3008.00;9.70;1645.00;big
247;3000.00;11.75;743.00;big
247;3011.00;11.35;632.00;big
248;3533.00;9.85;1452.00;big
248;3485.00;9.88;1499.00;big
249;3475.00;9.80;1702.00;big
249;3399.00;10.50;1731.00;big
249;3407.00;9.90;1651.00;big
251;3009.00;9.50;1628.00;big
251;3092.00;9.50;1622.00;big
252;2933.00;15.65;1448.00;big
253;2120.00;12.40;536.00;big
253;2051.00;12.00;596.00;big
254;1584.95;16.80;850.99;big
254;1653.00;9.80;814.00;big
255;3201.00;10.00;1165.00;small
255;3139.00;12.68;1170.00;small
256;2956.00;13.18;1244.00;big
256;2946.00;9.70;1204.00;small
